title,price,original_price,sale_discount,product_url,image_url
"2.00 ct. t.w. CZ Inside-Outside Large Hoop Earrings in Sterling Silver. 2""",204.21,272.28,25.0,https://www.ross-simons.com/2.00-ct.-t.w.-cz-inside-outside-large-hoop-earrings-in-sterling-silver.-2-quot--JAEX+180031+HOP+SS.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw2a61dd7f/images/jewelry-sterling-earrings/180031.jpg"
"1.00 ct. t.w. Diamond Inside-Outside Paper Clip Hoop Earrings in 14kt Yellow Gold. 1 3/8""","1,511.17","2,014.89",25.0,https://www.ross-simons.com/1.00-ct.-t.w.-diamond-inside-outside-paper-clip-hoop-earrings-in-14kt-yellow-gold.-1-3%2F8-quot--JDE3+977142+HOP+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw6494604a/images/jewelry-diamond-earrings/977142.jpg"
"14kt White Gold Twisted Hoop Earrings. 3/4""",495.94,661.26,25.0,https://www.ross-simons.com/14kt-white-gold-twisted-hoop-earrings.-3%2F4-quot--JGEX+017265+HOP+4W.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dweae4577f/images/jewelry-gold-earrings/017265.jpg"
7-8mm Cultured Pearl Stud Earrings in 14kt White Gold,138.86,185.15,25.0,https://www.ross-simons.com/7-8mm-cultured-pearl-stud-earrings-in-14kt-white-gold-JFEW+977959+STD+4W.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw4d04fe91/images/jewelry-pearl-earrings/977959.jpg"
1.50 ct. t.w. Aquamarine Stud Earrings in 14kt White Gold,554.29,739.05,25.0,https://www.ross-simons.com/1.50-ct.-t.w.-aquamarine-stud-earrings-in-14kt-white-gold-JSE8+658511+STD+4W.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw05908759/images/jewelry-semi-precious-earrings/658511.jpg"
8.5-9mm Cultured Pearl and .50 ct. t.w. London Blue Topaz Celestial Drop Earrings in 18kt Gold Over Sterling,232.22,309.62,25.0,https://www.ross-simons.com/8.5-9mm-cultured-pearl-and-.50-ct.-t.w.-london-blue-topaz-celestial-drop-earrings-in-18kt-gold-over-sterling-JFEW+964211+LVB+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw2c2c7205/images/jewelry-pearl-earrings/964211.jpg"
14kt Yellow Gold Triple Interlocking Circle Drop Earrings,245.05,326.74,25.0,https://www.ross-simons.com/14kt-yellow-gold-triple-interlocking-circle-drop-earrings-JGEX+904796+WIR+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dwf5050f7b/images/jewelry-gold-earrings/904796.jpg"
.20 ct. t.w. White Topaz Fan Earring Jackets in 18kt Gold Over Sterling,186.71,248.94,25.0,https://www.ross-simons.com/.20-ct.-t.w.-white-topaz-fan-earring-jackets-in-18kt-gold-over-sterling-JSJB+974470+ERJ+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw0d257b90/images/jewelry-semi-precious-earring-jackets/974470.jpg"
.20 ct. t.w. Diamond Flower Earrings in 18kt Gold Over Sterling,437.60,583.46,25.0,https://www.ross-simons.com/.20-ct.-t.w.-diamond-flower-earrings-in-18kt-gold-over-sterling--JDE1+976622+CPP+K6.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw3acb10d9/images/jewelry-diamond-earrings/976622.jpg"
3.50 ct. t.w. CZ Double Drop Earrings in 14kt Yellow Gold,197.21,262.95,25.0,https://www.ross-simons.com/3.50-ct.-t.w.-cz-double-drop-earrings-in-14kt-yellow-gold--JZEX+881281+DRP+4Y.html,"https:///media.ross-simons.com/image/fetch/w_400,f_auto,q_auto/https://www.ross-simons.com/on/demandware.static/-/Sites-lbh-master/default/dw363bb212/images/jewelry-cubic-zirconia-earrings/881281.jpg"
