title,price,original_price,sale_discount,product_url,image_url
"14K White Gold Classic Black Diamond Earring Jackets, Fits 1 1/2-2ct Stud Earrings",331.70,1658.57,80.0,https://www.superjeweler.com/14k-white-gold-classic-black-diamond-earring-jackets-fits-1-1-2-2ct-stud-earrings-12847.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic12847-1"
1 1/3ct Citrine Stud Earrings in Sterling Silver,49.74,248.77,80.0,https://www.superjeweler.com/1-1-3ct-citrine-stud-earrings-in-sterling-silver-12370.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic12370-1"
20MM Endless Hoop Earrings In Sterling Silver,66.33,331.7,80.0,https://www.superjeweler.com/20mm-endless-hoop-earrings-in-sterling-silver-56232.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic56232-1"
5 Point Diamond and Gemstone Stud Earrings In Sterling Silver,63.01,298.53,78.9,https://www.superjeweler.com/5-point-diamond-and-gemstone-stud-earrings-in-sterling-silver-63566.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic63566-1"
5 Point Sapphire Stud Earrings In Sterling Silver. So Cute!,63.01,298.53,78.9,https://www.superjeweler.com/5-point-sapphire-stud-earrings-in-sterling-silver-49161.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic49161-1"
5 Point Ruby Stud Earrings In Sterling Silver. So Cute!,63.01,298.53,78.9,https://www.superjeweler.com/5-point-ruby-stud-earrings-in-sterling-silver-49160.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic49160-1"
5 Point Emerald Stud Earrings In Sterling Silver.  So Cute!,63.01,298.53,78.9,https://www.superjeweler.com/5-point-emerald-stud-earrings-in-sterling-silver-49159.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic49159-1"
"14K White Gold Classic Diamond Earring Jackets, Fits 1 1/2-2ct Stud Earrings",547.32,2487.87,78.0,https://www.superjeweler.com/14k-white-gold-classic-diamond-earring-jackets-fits-1-1-2-2ct-stud-earrings-12846.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic12846-1"
"14K White Gold Large Black Diamond Earring Jackets, Fits 3 3/4-4ct Stud Earrings",1210.76,5471.69,77.9,https://www.superjeweler.com/14k-white-gold-large-black-diamond-earring-jackets-fits-3-3-4-4ct-stud-earrings-12103.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic12103-1"
30MM Classic Hoop Earrings In 14 Karat Yellow Gold Over Sterling Silver,74.62,331.7,77.5,https://www.superjeweler.com/30mm-classic-hoop-earrings-in-14-karat-yellow-gold-over-sterling-silver-55114.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic55114-1"
14K White Gold Chandelier Diamond Earring Jackets,298.53,1326.86,77.5,https://www.superjeweler.com/14k-white-gold-chandelier-diamond-earring-jackets-12850.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic12850-1"
30MM Classic Hoop Earrings In Sterling Silver,74.62,331.7,77.5,https://www.superjeweler.com/30mm-classic-hoop-earrings-in-sterling-silver-56247.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic56247-1"
18MM Classic Hoop Earrings In 14 Karat Yellow Gold Over Sterling Silver,49.74,215.6,76.9,https://www.superjeweler.com/18mm-classic-hoop-earrings-in-14-karat-yellow-gold-over-sterling-silver-56244.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic56244-1"
18MM Classic Hoop Earrings In Sterling Silver,49.74,215.6,76.9,https://www.superjeweler.com/18mm-classic-hoop-earrings-in-sterling-silver-56243.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic56243-1"
12x2.25MM Endless Hoop Earrings In 14 Karat Yellow Gold Over Sterling Silver,49.74,215.6,76.9,https://www.superjeweler.com/12x2-25mm-endless-hoop-earrings-in-14-karat-yellow-gold-over-sterling-silver-56237.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic56237-1"
12x2.25MM Endless Hoop Earrings In Sterling Silver,49.74,215.6,76.9,https://www.superjeweler.com/12x2-25mm-endless-hoop-earrings-in-sterling-silver-56236.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic56236-1"
"Infinity Diamond Hoop Earrings, Platinum Overlay, 3/4 Inch. Beautiful Hoop Earring Style!",49.74,215.6,76.9,https://www.superjeweler.com/infinity-diamond-hoop-earrings-platinum-overlay-3-4-inch-22807.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic22807-1"
Diamond J-Hoop Earrings,49.74,215.6,76.9,https://www.superjeweler.com/diamond-accent-j-hoop-earrings-3-4-inch-17106.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic17106-1"
"Classic Diamond Hoop Earrings, 1 Inch",49.74,215.6,76.9,https://www.superjeweler.com/classic-diamond-hoop-earrings-1-inch-46582.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic46582-1"
2 Carat Round Shape Flower Sapphire and Diamond Halo Stud Earrings In 14 Karat Rose Gold,1990.29,8292.94,76.0,https://www.superjeweler.com/2-carat-round-shape-flower-sapphire-and-diamond-halo-stud-earrings-in-14-karat-rose-gold-50620.html,"https://media.superjeweler.com/f_auto,fl_lossy,q_auto,h_284,w_284/Images/Products/700X700/pic50620-1"
