title,price,brand,availability,product_url,price_off
Crucial 32GB (1x32GB) CT32G4DFD832A 3200MHz DDR4 RAM,104.0,Crucial,In Stock,https://www.umart.com.au/product/crucial-32gb-1x32gb-ct32g4dfd832a-3200mhz-ddr4-ram-57737,
Corsair 64GB (2x32GB) CMH64GX5M2B6000C40 Vengeance RGB C40 6000MHz DDR5 RAM - Black,319.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-64gb-2x32gb-cmh64gx5m2b6000c40-vengeance-rgb-c40-6000mhz-ddr5-ram-black-69927,
Team 16GB (1x16GB) TED416G3200C22-S01 Elite 3200MHz DDR4 SODIMM RAM,49.0,Team,In Stock,https://www.umart.com.au/product/team-16gb-1x16gb-ted416g3200c22-s01-elite-3200mhz-ddr4-sodimm-ram-56736,
ADATA 16GB (2x8GB) AX4U32008G16A-DTBKD35G XPG Spectrix D35G RGB 3200MHz DDR4 RAM,69.0,ADATA,In Stock,https://www.umart.com.au/product/adata-16gb-2x8gb-ax4u32008g16a-dtbkd35g-xpg-spectrix-d35g-rgb-3200mhz-ddr4-ram-72768,4% Off!
Corsair 32GB (2x16GB) CMK32GX5M2E6000C36 Vengeance CL36 6000MHz DDR5 RAM - Black,159.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmk32gx5m2e6000c36-vengeance-cl36-6000mhz-ddr5-ram-black-69892,
Silicon Power 16GB SP016GBLFU266X02 Desktop UDIMM 2666MHz DDR4 RAM,48.0,Silicon Power,In Stock,https://www.umart.com.au/product/silicon-power-16gb-sp016gblfu266x02-desktop-udimm-2666mhz-ddr4-ram-61317,
Corsair 32GB (2x16GB) CMK32GX5M2B5600C36 Vengeance C36 UDIMM 5600MHz DDR5 DRAM,165.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmk32gx5m2b5600c36-vengeance-c36-udimm-5600mhz-ddr5-dram-61730,
Corsair 16GB (2x8GB) CMW16GX4M2E3200C16 Vengeance RGB Pro C16 3200MHz DDR4 RAM - Black,72.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2x8gb-cmw16gx4m2e3200c16-vengeance-rgb-pro-c16-3200mhz-ddr4-ram-black-61798,7% Off!
Corsair 32GB (2x16GB) CMH32GX5M2E6000C36 Vengeance RGB 6000MHz CL36 DDR5 RAM,165.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2e6000c36-vengeance-rgb-6000mhz-cl36-ddr5-ram-69893,
Kingston 32GB (2x16GB) KF560C36BBEAK2-32 Fury Beast RGB 6000MT/s DIMM DDR5 RAM,179.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-32gb-2x16gb-kf560c36bbeak2-32-fury-beast-rgb-6000mt-s-dimm-ddr5-ram-71830,Save $10.0
Crucial 16GB CT16G48C40S5 SODIMM 4800Mhz DDR5 RAM,69.0,Crucial,In Stock,https://www.umart.com.au/product/crucial-16gb-ct16g48c40s5-sodimm-4800mhz-ddr5-ram-63411,22% Off!
Kingston 16GB (2x8GB) KF436C17BB2AK2/16 Fury Beast RGB 3600MHz CL17 DDR4 RAM,79.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-16gb-2x8gb-kf436c17bb2ak2-16-fury-beast-rgb-3600mhz-cl17-ddr4-ram-73413,11% Off!
Corsair 4GB (1x4GB) CMSO4GX3M1C1600C11 1600MHz 1.35v DDR3L SODIMM RAM,35.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-4gb-1x4gb-cmso4gx3m1c1600c11-1600mhz-1-35v-ddr3l-sodimm-ram-35367,
G.Skill 32GB (2x16GB) F5-6000J3038F16GX2-TZ5N Trident Z Neo 6000MHz DDR5 RAM,208.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f5-6000j3038f16gx2-tz5n-trident-z-neo-6000mhz-ddr5-ram-68671,
G.Skill 16GB (1x16GB) F4-3200C16S-16GIS Aegis 3200MHz DDR4 RAM,55.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-16gb-1x16gb-f4-3200c16s-16gis-aegis-3200mhz-ddr4-ram-56014,6% Off!
Corsair 32GB (2x16GB) CMH32GX5M2B7000C40 Vengeance RGB 7000MHz CL40 DDR5 RAM,209.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2b7000c40-vengeance-rgb-7000mhz-cl40-ddr5-ram-71945,Save $40.0
Kingston 32GB (2x16GB) KF560C36BWEAK2-32 Fury Beast RGB 6000MT/s DIMM DDR5 RAM - White,169.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-32gb-2x16gb-kf560c36bweak2-32-fury-beast-rgb-6000mt-s-dimm-ddr5-ram-white-71832,Save $30.0
Kingston 32GB (2x16GB) KF552C40BBK2-32 Fury Beast 5200MHz DDR5 RAM,159.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-32gb-2x16gb-kf552c40bbk2-32-fury-beast-5200mhz-ddr5-ram-61509,
Corsair 32GB (2x16GB) CMH32GX4M2D3600C18 Vengeance RGB Pro SL 3600MHz DDR4 RAM,129.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx4m2d3600c18-vengeance-rgb-pro-sl-3600mhz-ddr4-ram-58215,Save $10.0
Crucial 16GB (1x16GB) CT16G56C46S5 5600MHz SODIMM DDR5 RAM,89.0,Crucial,In Stock,https://www.umart.com.au/product/crucial-16gb-1x16gb-ct16g56c46s5-5600mhz-sodimm-ddr5-ram-71554,
G.Skill 32GB (2x16GB) F4-3600C18D-32GVK Ripjaws V 3600MHz DDR4 RAM,119.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f4-3600c18d-32gvk-ripjaws-v-3600mhz-ddr4-ram-56012,Save $10.0
G.Skill 32GB (2x16GB) F4-3600C16D-32GVKC RipJaws V 3600MHz DDR4,149.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f4-3600c16d-32gvkc-ripjaws-v-3600mhz-ddr4-72183,
Corsair 32GB (2x16GB) CMW32GX4M2D3600C18 Vengeance RGB Pro 3600MHz DDR4 RAM - Black,135.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmw32gx4m2d3600c18-vengeance-rgb-pro-3600mhz-ddr4-ram-black-55418,Save $4.0
Corsair 16GB (2 x8) CMK16GX4M2B3200C16W DDR4 3200MHz Vengeance LPX DIMM White,62.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2-x8-cmk16gx4m2b3200c16w-ddr4-3200mhz-vengeance-lpx-dimm-white-40164,4% Off!
Silicon Power 8GB SP008GBLFU266X02 CL19 UDIMM 2666MHz DDR4 RAM Single Desktop Memory,27.5,Silicon Power,In Stock,https://www.umart.com.au/product/silicon-power-8gb-sp008gblfu266x02-cl19-udimm-2666mhz-ddr4-ram-single-desktop-memory-64839,
Corsair 32GB (2x16GB) CMW32GX4M2E3200C16 Vengeance RGB Pro 3200MHz DDR4 RAM,120.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmw32gx4m2e3200c16-vengeance-rgb-pro-3200mhz-ddr4-ram-53171,Save $9.1
Silicon Power 8GB SP008GBLTU160N02 DDR3 1600MHz PC3-12800 1.5V CL11,39.0,Silicon Power,In Stock,https://www.umart.com.au/product/silicon-power-8gb-sp008gbltu160n02-ddr3-1600mhz-pc3-12800-1-5v-cl11-41312,
Crucial 8GB (1x8GB) CT8G4DFS832A 3200MHz DDR4 RAM,29.0,Crucial,In Stock,https://www.umart.com.au/product/crucial-8gb-1x8gb-ct8g4dfs832a-3200mhz-ddr4-ram-51842,
Corsair 32GB (2x16GB) CMH32GX4M2E3200C16W Vengeance RGB PRO SL 3200MHz DDR4 RAM - White,125.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx4m2e3200c16w-vengeance-rgb-pro-sl-3200mhz-ddr4-ram-white-58333,
Kingston 16GB (2X8GB) KF436C17BBAK2/16 Fury Beast RGB 3600Mhz DDR4 RAM - Black,75.0,Kingston,In Stock,https://www.umart.com.au/product/kingston-16gb-2x8gb-kf436c17bbak2-16-fury-beast-rgb-3600mhz-ddr4-ram-black-60422,
Silicon Power 8GB SP008GLLTU160N02 DDR3L 1600MHz PC3L-12800 1.35V CL11,39.0,Silicon Power,In Stock,https://www.umart.com.au/product/silicon-power-8gb-sp008glltu160n02-ddr3l-1600mhz-pc3l-12800-1-35v-cl11-56815,
Corsair 16GB (2x8GB)CMW16GX4M2C3200C16 DDR4 3200MHz Vengeance Pro RGB,79.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2x8gb-cmw16gx4m2c3200c16-ddr4-3200mhz-vengeance-pro-rgb-44376,
Corsair 32GB (2x16GB) CMK32GX5M2B6400C36 Vengeance 6400MHz CL36 DDR5 RAM,169.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmk32gx5m2b6400c36-vengeance-6400mhz-cl36-ddr5-ram-71934,Save $10.0
Corsair 32GB (2x16GB) CMH32GX5M2B6200C36 Vengeance RGB C36 6200MHz DDR5 DRAM - Black,199.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2b6200c36-vengeance-rgb-c36-6200mhz-ddr5-dram-black-64974,Save $10.0
Corsair 16GB (2x8GB) CMW16GX4M2Z3600C18 Vengeance RGB PRO 3600MHz DDR4 RAM - Black,89.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2x8gb-cmw16gx4m2z3600c18-vengeance-rgb-pro-3600mhz-ddr4-ram-black-54431,
G.Skill 32GB (2x16GB) F4-3600C18D-32GTZN Trident Z Neo 3600MHz AMD RGB DDR4 RAM,147.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f4-3600c18d-32gtzn-trident-z-neo-3600mhz-amd-rgb-ddr4-ram-52141,
ADATA 32GB (2x16GB) AX5U6000C3016G-DCLARWH XPG Lancer RGB 6000MHz DDR5 -White,189.0,ADATA,In Stock,https://www.umart.com.au/product/adata-32gb-2x16gb-ax5u6000c3016g-dclarwh-xpg-lancer-rgb-6000mhz-ddr5-white-71050,
Corsair 32GB (2x16GB) CMK32GX4M2E3200C16W Vengence LPX 3200MHz DDR4 RAM White,99.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmk32gx4m2e3200c16w-vengence-lpx-3200mhz-ddr4-ram-white-59262,
Corsair 32GB (2x16GB) CMH32GX5M2E6200C36 Vengeance RGB 6200MHz CL36 DDR5 RAM,199.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2e6200c36-vengeance-rgb-6200mhz-cl36-ddr5-ram-71941,
G.Skill 32GB (2x16GB) F5-6000J3636F16GX2-TZ5RS Trident Z5 DDR5 RAM,189.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f5-6000j3636f16gx2-tz5rs-trident-z5-ddr5-ram-62035,
Corsair 32GB (2x16GB) CMK32GX5M2B6400C32 Vengeance C32 6400MHz DDR5 DRAM,175.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmk32gx5m2b6400c32-vengeance-c32-6400mhz-ddr5-dram-69710,Save $4.0
G.Skill 16GB (2x8GB) F4-3200C16D-16GIS Aegis 3200MHz DDR4 RAM,59.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-16gb-2x8gb-f4-3200c16d-16gis-aegis-3200mhz-ddr4-ram-56016,
Corsair 64GB (2x32GB) CMK64GX5M2B6000Z40 Vengeance 6000MT/s C40 AMD Expo DDR5 RAM,305.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-64gb-2x32gb-cmk64gx5m2b6000z40-vengeance-6000mt-s-c40-amd-expo-ddr5-ram-71947,
G.Skill 32GB (2x16GB) F5-6000J3238F16GX2-FX5 Flare X 6000MHz DDR5 RAM,179.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f5-6000j3238f16gx2-fx5-flare-x-6000mhz-ddr5-ram-71341,
Corsair 32GB (2x16GB) CMT32GX5M2X7800C36 Dominator Platinum RGB CL36 7800MHz Black DDR5 RAM,339.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmt32gx5m2x7800c36-dominator-platinum-rgb-cl36-7800mhz-black-ddr5-ram-73953,
Corsair 32GB (2x16GB) CMH32GX5M2B6400C36 Vengeance RGB 6400MHz CL36 DDR5 RAM,165.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2b6400c36-vengeance-rgb-6400mhz-cl36-ddr5-ram-71942,
Corsair 32GB (2x16GB) CMH32GX5M2B6200C36W Vengeance RGB C36 6200MHz DDR5 DRAM - White,209.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2b6200c36w-vengeance-rgb-c36-6200mhz-ddr5-dram-white-64967,Save $9.0
Silicon Power 32GB (1x32GB) SP032GBSFU320X02 3200Mhz CL22 DDR4 SODIMM Laptop RAM,105.0,Silicon Power,In Stock,https://www.umart.com.au/product/silicon-power-32gb-1x32gb-sp032gbsfu320x02-3200mhz-cl22-ddr4-sodimm-laptop-ram-59705,
G.Skill 32GB (2x16GB) F5-6400J3239G16GX2-TZ5RW Trident Z5 RGB 6400MHz DDR5 RAM,209.0,G.Skill,In Stock,https://www.umart.com.au/product/g-skill-32gb-2x16gb-f5-6400j3239g16gx2-tz5rw-trident-z5-rgb-6400mhz-ddr5-ram-72191,
Corsair 32GB (2x16GB) CMK32GX5M2B6000C40 Vengeance 6000MHz DDR5 RAM,178.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmk32gx5m2b6000c40-vengeance-6000mhz-ddr5-ram-67840,
Silicon Power 16GB SP016GBLFU320X02 CL22 UDIMM 3200MHz DDR4 RAM Single Desktop Memory,49.0,Silicon Power,In Stock,https://www.umart.com.au/product/silicon-power-16gb-sp016gblfu320x02-cl22-udimm-3200mhz-ddr4-ram-single-desktop-memory-60107,
Crucial 32GB (1x32GB) CT32G48C40U5 CL40 UDIMM 4800MHz DDR5 RAM,139.0,Crucial,In Stock,https://www.umart.com.au/product/crucial-32gb-1x32gb-ct32g48c40u5-cl40-udimm-4800mhz-ddr5-ram-61500,
Corsair 32GB (2x16GB) CMH32GX5M2B6000C40 Vengeance RGB C40 6000MHz DDR5 DRAM - Black,198.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-32gb-2x16gb-cmh32gx5m2b6000c40-vengeance-rgb-c40-6000mhz-ddr5-dram-black-64972,
Corsair 16GB (2x8GB) CMH16GX4M2D3600C18 Vengeance RGB Pro SL 3600Mhz DDR4 RAM,79.0,Corsair,In Stock,https://www.umart.com.au/product/corsair-16gb-2x8gb-cmh16gx4m2d3600c18-vengeance-rgb-pro-sl-3600mhz-ddr4-ram-58191,
